OrderID,CustomerName,Gender,Category,SubCategory,City,OrderDate,Day,Region,Sales,Profit
OD2622,Komal,Female,Snacks,Chocolates,Vellore,12.09.2018,Wednesday,Central,2220,866
OD2623,Shree,Female,Fruits & Veggies,Organic Fruits,Salem,9.10.2018,Tuesday,Central,2451,417
OD2624,Verma,Male,Bakery,Breads & Buns,Kanyakumari,11.11.2018,Sunday,Central,2284,297
OD2625,Adavan,Male,Snacks,Chocolates,Salem,20.05.2018,Sunday,Central,2234,581
OD2626,James,Male,Bakery,Breads & Buns,Dindigul,13.08.2016,Saturday,Central,2048,102
OD2627,Sabeela,Female,Beverages,Soft Drinks,Coimbatore,12.09.2018,Wednesday,Central,2053,246
OD2628,Harish,Male,Beverages,Soft Drinks,Perambalur,16.01.2018,Tuesday,Central,1520,182
OD2629,Yusuf,Male,Fruits & Veggies,Fresh Fruits,Bodi,20.05.2018,Sunday,Central,1317,474
OD2630,Hussain,Male,Beverages,Soft Drinks,Viluppuram,21.11.2016,Monday,Central,705,289
OD2631,Ganesh,Male,Bakery,Cakes,Vellore,12.09.2018,Wednesday,Central,1248,424
OD2632,Veena,Female,Oil & Masala,Masalas,Pudukottai,4.05.2015,Monday,Central,1143,457
OD2633,Peer,Male,Eggs & Meat & Fish,Mutton,Trichy,4.01.2018,Thursday,Central,1455,116
OD2634,Sheeba,Female,Food Grains,Dals & Pulses,Virudhunagar,20.07.2016,Wednesday,Central,2190,350
OD2635,Vidya,Female,Fruits & Veggies,Organic Fruits,Dindigul,29.01.2018,Monday,Central,711,171
OD2636,Amrish,Male,Food Grains,Dals & Pulses,Bodi,9.10.2018,Tuesday,Central,2174,674
OD2637,Krithika,Female,Fruits & Veggies,Organic Fruits,Cumbum,20.12.2017,Wednesday,Central,993,179
OD2638,Vinne,Male,Eggs & Meat & Fish,Eggs,Nagercoil,29.03.2018,Thursday,Central,1976,889
OD2639,Willams,Male,Eggs & Meat & Fish,Mutton,Pudukottai,20.07.2016,Wednesday,Central,1671,100
OD2640,Sharon,Female,Bakery,Breads & Buns,Ooty,21.11.2016,Monday,Central,943,339
OD2641,Mathew,Male,Snacks,Cookies,Kanyakumari,4.05.2015,Monday,Central,1495,224
OD2642,Komal,Female,Eggs & Meat & Fish,Chicken,Namakkal,4.01.2018,Thursday,Central,1436,560
OD2643,Vidya,Female,Beverages,Health Drinks,Ooty,20.07.2016,Wednesday,Central,1545,355
OD2644,Malik,Male,Snacks,Noodles,Viluppuram,16.01.2018,Tuesday,Central,1188,368
OD2645,Komal,Female,Beverages,Soft Drinks,Virudhunagar,15.09.2016,Thursday,Central,1081,346
OD2646,Shah,Male,Bakery,Biscuits,Nagercoil,4.09.2018,Tuesday,Central,1595,160
OD2647,Verma,Male,Food Grains,Dals & Pulses,Vellore,20.05.2018,Sunday,Central,2218,843
OD2648,Surya,Male,Eggs & Meat & Fish,Eggs,Cumbum,13.09.2016,Tuesday,Central,1787,107
OD2649,Rumaiza,Female,Oil & Masala,Edible Oil & Ghee,Kanyakumari,18.05.2015,Monday,Central,1734,329
OD2650,Sharon,Female,Beverages,Soft Drinks,Ooty,21.05.2015,Thursday,Central,593,42
OD2651,Aditi,Female,Oil & Masala,Edible Oil & Ghee,Salem,22.07.2015,Wednesday,Central,1878,319
OD2652,Sharon,Female,Snacks,Noodles,Madurai,28.09.2018,Friday,Central,521,177
OD2653,Amrish,Male,Food Grains,Rice,Trichy,19.11.2018,Monday,Central,1149,195
OD2654,Adavan,Male,Food Grains,Dals & Pulses,Tenkasi,13.12.2015,Sunday,Central,805,177
OD2655,Ridhesh,Male,Eggs & Meat & Fish,Mutton,Vellore,1.02.2018,Thursday,Central,2066,723
OD2656,Harish,Male,Fruits & Veggies,Organic Vegetables,Tirunelveli,19.01.2018,Friday,Central,2085,646
OD2657,Surya,Male,Eggs & Meat & Fish,Eggs,Krishnagiri,17.06.2015,Wednesday,Central,1990,179
OD2658,Sharon,Female,Bakery,Breads & Buns,Trichy,25.03.2018,Sunday,Central,2351,1034
OD2659,Anu,Female,Eggs & Meat & Fish,Chicken,Bodi,3.05.2016,Tuesday,Central,1381,525
OD2660,Hafiz,Male,Oil & Masala,Spices,Namakkal,7.12.2016,Wednesday,Central,1413,113
OD2661,Arvind,Male,Oil & Masala,Masalas,Madurai,1.03.2016,Tuesday,Central,2419,145
OD2662,Krithika,Female,Food Grains,Dals & Pulses,Karur,24.11.2017,Friday,Central,1238,520
OD2663,Yusuf,Male,Food Grains,Atta & Flour,Coimbatore,23.10.2018,Tuesday,Central,668,240
OD2664,Yadav,Male,Fruits & Veggies,Organic Vegetables,Cumbum,24.11.2017,Friday,Central,2224,245
OD2665,Mathew,Male,Oil & Masala,Masalas,Chennai,9.09.2015,Wednesday,Central,1818,745
OD2666,Esther,Female,Beverages,Soft Drinks,Ramanadhapuram,8.08.2017,Tuesday,Central,1319,435
OD2667,Aditi,Female,Bakery,Breads & Buns,Karur,24.11.2017,Friday,Central,1403,547
OD2668,Adavan,Male,Beverages,Health Drinks,Perambalur,31.01.2017,Tuesday,Central,1789,107
OD2669,Muneer,Male,Food Grains,Organic Staples,Kanyakumari,28.10.2018,Sunday,Central,1564,422
OD2670,Jackson,Male,Eggs & Meat & Fish,Fish,Dharmapuri,14.02.2015,Saturday,Central,652,261
OD2671,Sudeep,Male,Food Grains,Atta & Flour,Bodi,26.07.2015,Sunday,Central,2318,487
OD2672,Alan,Male,Food Grains,Rice,Bodi,1.02.2018,Thursday,Central,1482,474
OD2673,Ridhesh,Male,Food Grains,Dals & Pulses,Tenkasi,19.11.2018,Monday,Central,1179,507
OD2674,Sudha,Female,Bakery,Biscuits,Coimbatore,9.11.2018,Friday,Central,1856,724
OD2675,Rumaiza,Female,Beverages,Soft Drinks,Theni,8.08.2017,Tuesday,Central,1245,423
OD2676,Malik,Male,Beverages,Soft Drinks,Ramanadhapuram,20.10.2017,Friday,Central,2114,761
OD2677,Vidya,Female,Fruits & Veggies,Organic Vegetables,Tenkasi,19.11.2018,Monday,Central,2173,217
OD2678,Ravi,Male,Food Grains,Organic Staples,Nagercoil,2.05.2018,Wednesday,Central,1927,559
OD2679,Ridhesh,Male,Snacks,Chocolates,Vellore,4.02.2015,Wednesday,Central,1134,272
OD2680,Vidya,Female,Bakery,Cakes,Viluppuram,14.07.2017,Friday,Central,726,240
OD2681,Sudha,Female,Beverages,Soft Drinks,Dindigul,24.11.2017,Friday,Central,1750,175
OD2682,Verma,Male,Bakery,Biscuits,Viluppuram,20.04.2015,Monday,Central,2363,520
OD2683,Shree,Female,Oil & Masala,Edible Oil & Ghee,Nagercoil,17.11.2016,Thursday,Central,553,166
OD2684,Amrish,Male,Beverages,Health Drinks,Pudukottai,21.05.2015,Thursday,Central,1064,309
OD2685,Akash,Male,Snacks,Chocolates,Pudukottai,9.11.2018,Friday,Central,2262,136
OD2686,Suresh,Male,Snacks,Noodles,Cumbum,10.09.2018,Monday,Central,1277,498
OD2687,Vidya,Female,Fruits & Veggies,Organic Fruits,Virudhunagar,20.10.2017,Friday,Central,651,163
OD2688,Aditi,Female,Snacks,Cookies,Dindigul,4.02.2015,Wednesday,Central,2023,202
OD2689,Adavan,Male,Snacks,Noodles,Viluppuram,23.12.2018,Sunday,Central,959,163
OD2690,Veena,Female,Bakery,Cakes,Bodi,7.12.2015,Monday,Central,2303,714
OD2691,Vidya,Female,Oil & Masala,Edible Oil & Ghee,Krishnagiri,19.10.2016,Wednesday,Central,655,98
OD2692,Ramesh,Male,Beverages,Health Drinks,Nagercoil,1.02.2018,Thursday,Central,2216,488
OD2693,Malik,Male,Fruits & Veggies,Fresh Fruits,Tirunelveli,7.12.2016,Wednesday,Central,2144,536
OD2694,James,Male,Oil & Masala,Edible Oil & Ghee,Madurai,3.05.2016,Tuesday,Central,2168,282
OD2695,Hafiz,Male,Eggs & Meat & Fish,Mutton,Coimbatore,2.06.2015,Tuesday,Central,1863,727
OD2696,Kumar,Male,Bakery,Breads & Buns,Tenkasi,21.05.2015,Thursday,Central,511,82
OD2697,Jackson,Male,Oil & Masala,Masalas,Cumbum,23.10.2018,Tuesday,Central,1615,501
OD2698,Vince,Male,Beverages,Soft Drinks,Dindigul,12.01.2017,Thursday,Central,1281,64
OD2699,Alan,Male,Fruits & Veggies,Fresh Vegetables,Coimbatore,2.05.2018,Wednesday,Central,2430,170
OD2700,Suresh,Male,Food Grains,Dals & Pulses,Kanyakumari,3.05.2016,Tuesday,Central,2328,466
OD2701,Shree,Female,Fruits & Veggies,Organic Vegetables,Tenkasi,12.02.2018,Monday,Central,2032,244
OD2702,Sheeba,Female,Eggs & Meat & Fish,Chicken,Salem,17.10.2015,Saturday,Central,2243,1009
OD2703,Anu,Female,Snacks,Cookies,Karur,9.12.2015,Wednesday,Central,501,100
OD2704,Shah,Male,Fruits & Veggies,Organic Vegetables,Krishnagiri,14.11.2018,Wednesday,Central,1221,61
OD2705,Komal,Female,Oil & Masala,Spices,Trichy,24.05.2016,Tuesday,Central,1566,548
OD2706,Arutra,Male,Oil & Masala,Edible Oil & Ghee,Dharmapuri,23.12.2018,Sunday,Central,947,331
OD2707,Sudha,Female,Oil & Masala,Edible Oil & Ghee,Ooty,31.03.2018,Saturday,Central,1732,294
OD2708,Sheeba,Female,Eggs & Meat & Fish,Eggs,Karur,10.02.2016,Wednesday,East,1678,487
OD2709,Veena,Female,Bakery,Cakes,Krishnagiri,17.03.2018,Saturday,East,1310,79
OD2710,Vidya,Female,Eggs & Meat & Fish,Fish,Virudhunagar,11.01.2018,Thursday,East,2242,986
OD2711,Arutra,Male,Fruits & Veggies,Organic Fruits,Namakkal,3.06.2018,Sunday,East,1892,341
OD2712,Yadav,Male,Fruits & Veggies,Organic Vegetables,Virudhunagar,9.02.2018,Friday,East,1433,487
OD2713,Anu,Female,Snacks,Noodles,Dharmapuri,8.08.2016,Monday,East,1769,531
OD2714,Mathew,Male,Bakery,Cakes,Krishnagiri,28.06.2017,Wednesday,East,1668,200
OD2715,Veronica,Female,Fruits & Veggies,Organic Fruits,Nagercoil,15.09.2018,Saturday,East,2460,1082
OD2716,Hussain,Male,Fruits & Veggies,Fresh Vegetables,Tirunelveli,8.08.2016,Monday,East,1894,833
OD2717,Vince,Male,Snacks,Noodles,Pudukottai,31.10.2016,Monday,East,1519,456
OD2718,Willams,Male,Bakery,Breads & Buns,Nagercoil,15.07.2018,Sunday,East,881,300
OD2719,Arvind,Male,Snacks,Noodles,Nagercoil,9.03.2017,Thursday,East,615,240
OD2720,Sundar,Male,Food Grains,Atta & Flour,Ooty,28.06.2017,Wednesday,East,1402,252
OD2721,Yadav,Male,Bakery,Biscuits,Ooty,31.10.2015,Saturday,East,1651,314
OD2722,Suresh,Male,Eggs & Meat & Fish,Chicken,Perambalur,23.11.2016,Wednesday,East,860,241
OD2723,Ravi,Male,Fruits & Veggies,Organic Fruits,Salem,31.10.2016,Monday,East,1250,100
OD2724,Krithika,Female,Bakery,Breads & Buns,Tenkasi,5.12.2018,Wednesday,East,655,262
OD2725,Veena,Female,Beverages,Soft Drinks,Perambalur,28.06.2017,Wednesday,East,2168,737
OD2726,Amy,Female,Snacks,Noodles,Dharmapuri,12.05.2016,Thursday,East,2351,517
OD2727,Ram,Male,Oil & Masala,Edible Oil & Ghee,Krishnagiri,29.09.2015,Tuesday,East,1234,481
OD2728,Adavan,Male,Oil & Masala,Edible Oil & Ghee,Perambalur,11.05.2018,Friday,East,569,34
OD2729,Vince,Male,Fruits & Veggies,Fresh Fruits,Madurai,11.05.2018,Friday,East,1020,71
OD2730,Rumaiza,Female,Eggs & Meat & Fish,Chicken,Chennai,15.07.2018,Sunday,East,1018,102
OD2731,Willams,Male,Oil & Masala,Spices,Theni,13.07.2016,Wednesday,East,1514,394
OD2732,Willams,Male,Eggs & Meat & Fish,Mutton,Ramanadhapuram,3.05.2015,Sunday,East,1568,267
OD2733,Arutra,Male,Food Grains,Organic Staples,Dindigul,31.10.2015,Saturday,East,1097,450
OD2734,Yadav,Male,Oil & Masala,Edible Oil & Ghee,Bodi,10.03.2018,Saturday,East,1778,427
OD2735,Arutra,Male,Eggs & Meat & Fish,Chicken,Virudhunagar,5.12.2018,Wednesday,East,626,200
OD2736,Willams,Male,Bakery,Biscuits,Theni,3.05.2015,Sunday,East,1330,505
OD2737,Sundar,Male,Bakery,Biscuits,Bodi,12.01.2017,Thursday,East,1502,481
OD2738,Sheeba,Female,Beverages,Health Drinks,Ramanadhapuram,23.11.2016,Wednesday,East,1686,590
OD2739,Muneer,Male,Beverages,Health Drinks,Krishnagiri,28.10.2017,Saturday,East,1817,491
OD2740,Esther,Female,Oil & Masala,Spices,Viluppuram,27.11.2018,Tuesday,East,944,94
OD2741,Hussain,Male,Snacks,Noodles,Dindigul,5.11.2018,Monday,East,2351,705
OD2742,Jackson,Male,Beverages,Health Drinks,Coimbatore,3.05.2015,Sunday,East,2321,603
OD2743,Surya,Male,Fruits & Veggies,Organic Vegetables,Karur,28.03.2016,Monday,East,2058,370
OD2744,Vince,Male,Beverages,Soft Drinks,Madurai,3.12.2017,Sunday,East,1636,393
OD2745,Krithika,Female,Bakery,Biscuits,Nagercoil,12.04.2016,Tuesday,East,1411,367
OD2746,Roshan,Male,Bakery,Cakes,Cumbum,29.09.2015,Tuesday,East,1175,294
OD2747,Sheeba,Female,Eggs & Meat & Fish,Fish,Nagercoil,12.05.2018,Saturday,East,1729,519
OD2748,Komal,Female,Bakery,Breads & Buns,Tirunelveli,15.07.2018,Sunday,East,1324,569
OD2749,Roshan,Male,Snacks,Noodles,Ramanadhapuram,18.04.2016,Monday,East,1127,349
OD2750,Sudeep,Male,Food Grains,Organic Staples,Tenkasi,9.02.2018,Friday,East,2189,897
OD2751,Hafiz,Male,Snacks,Noodles,Tenkasi,30.09.2018,Sunday,East,649,136
OD2752,Suresh,Male,Snacks,Chocolates,Tirunelveli,10.02.2016,Wednesday,East,2470,568
OD2753,Sheeba,Female,Fruits & Veggies,Organic Fruits,Viluppuram,27.08.2018,Monday,East,1211,448
OD2754,Mathew,Male,Eggs & Meat & Fish,Fish,Dharmapuri,12.08.2018,Sunday,East,608,55
OD2755,Ridhesh,Male,Snacks,Cookies,Krishnagiri,17.03.2018,Saturday,East,1266,89
OD2756,Surya,Male,Snacks,Chocolates,Viluppuram,5.12.2016,Monday,East,1065,85
OD2757,Ramesh,Male,Beverages,Soft Drinks,Pudukottai,17.06.2017,Saturday,East,522,120
OD2758,Veena,Female,Eggs & Meat & Fish,Mutton,Karur,12.05.2017,Friday,East,1992,418
OD2759,Hussain,Male,Snacks,Chocolates,Chennai,12.08.2018,Sunday,East,1272,382
OD2760,Kumar,Male,Eggs & Meat & Fish,Mutton,Krishnagiri,28.06.2017,Wednesday,East,1189,119
OD2761,Vinne,Male,Eggs & Meat & Fish,Chicken,Salem,23.11.2016,Wednesday,East,912,228
OD2762,Harish,Male,Beverages,Health Drinks,Krishnagiri,27.08.2018,Monday,East,623,62
OD2763,Suresh,Male,Eggs & Meat & Fish,Mutton,Trichy,9.02.2018,Friday,East,1251,75
OD2764,Verma,Male,Eggs & Meat & Fish,Chicken,Pudukottai,10.08.2015,Monday,East,2074,477
OD2765,Surya,Male,Food Grains,Organic Staples,Tirunelveli,10.09.2016,Saturday,East,2121,488
OD2766,Amy,Female,Bakery,Cakes,Salem,4.12.2018,Tuesday,East,1967,492
OD2767,Harish,Male,Beverages,Health Drinks,Chennai,12.08.2018,Sunday,East,2190,810
OD2768,Yusuf,Male,Snacks,Chocolates,Perambalur,31.10.2015,Saturday,East,990,198
OD2769,Ravi,Male,Oil & Masala,Masalas,Cumbum,27.08.2018,Monday,East,1903,381
OD2770,Amy,Female,Snacks,Chocolates,Ramanadhapuram,4.12.2018,Tuesday,East,2125,659
OD2771,Anu,Female,Snacks,Chocolates,Madurai,17.03.2018,Saturday,East,1081,281
OD2772,Peer,Male,Eggs & Meat & Fish,Fish,Dharmapuri,11.09.2016,Sunday,East,2012,805
OD2773,Sharon,Female,Oil & Masala,Masalas,Chennai,28.09.2016,Wednesday,East,1617,534
OD2774,Esther,Female,Eggs & Meat & Fish,Mutton,Virudhunagar,17.03.2018,Saturday,East,2325,256
OD2775,Vinne,Male,Fruits & Veggies,Organic Vegetables,Karur,12.01.2017,Thursday,East,731,322
OD2776,Suresh,Male,Fruits & Veggies,Organic Fruits,Kanyakumari,17.11.2018,Saturday,East,600,198
OD2777,Ganesh,Male,Fruits & Veggies,Fresh Vegetables,Namakkal,11.09.2016,Sunday,East,778,179
OD2778,Mathew,Male,Food Grains,Rice,Pudukottai,9.04.2018,Monday,East,1284,231
OD2779,Ganesh,Male,Oil & Masala,Masalas,Salem,23.11.2016,Wednesday,East,1425,285
OD2780,Sabeela,Female,Snacks,Noodles,Namakkal,23.11.2016,Wednesday,East,885,124
OD2781,Sudha,Female,Eggs & Meat & Fish,Fish,Theni,26.12.2016,Monday,East,1897,474
OD2782,Hafiz,Male,Beverages,Soft Drinks,Krishnagiri,12.05.2018,Saturday,East,742,74
OD2783,Amy,Female,Eggs & Meat & Fish,Chicken,Krishnagiri,8.12.2017,Friday,East,2034,224
OD2784,Esther,Female,Snacks,Chocolates,Madurai,20.02.2016,Saturday,East,1197,287
OD2785,Ridhesh,Male,Eggs & Meat & Fish,Mutton,Namakkal,15.09.2018,Saturday,East,1741,731
OD2786,Jackson,Male,Food Grains,Rice,Coimbatore,8.08.2016,Monday,East,1816,636
OD2787,Suresh,Male,Bakery,Cakes,Nagercoil,23.06.2017,Friday,East,771,278
OD2788,Adavan,Male,Snacks,Cookies,Ramanadhapuram,23.11.2016,Wednesday,East,596,215
OD2789,Esther,Female,Beverages,Soft Drinks,Perambalur,9.03.2017,Thursday,East,788,292
OD2790,Sheeba,Female,Eggs & Meat & Fish,Fish,Salem,31.03.2018,Saturday,East,1420,99
OD2791,Arvind,Male,Eggs & Meat & Fish,Chicken,Nagercoil,17.03.2018,Saturday,East,1239,471
OD2792,Suresh,Male,Bakery,Biscuits,Cumbum,29.07.2018,Sunday,East,721,202
OD2793,Vidya,Female,Beverages,Health Drinks,Perambalur,14.07.2017,Friday,East,1085,304
OD2794,Aditi,Female,Fruits & Veggies,Organic Vegetables,Bodi,27.08.2018,Monday,East,1537,323
OD2795,Alan,Male,Eggs & Meat & Fish,Fish,Cumbum,29.09.2015,Tuesday,East,1192,167
OD2796,Sudeep,Male,Snacks,Noodles,Cumbum,14.11.2015,Saturday,East,1655,497
OD2797,Yusuf,Male,Oil & Masala,Edible Oil & Ghee,Nagercoil,11.01.2018,Thursday,East,1400,434
OD2798,Amy,Female,Bakery,Cakes,Tirunelveli,3.11.2015,Tuesday,East,752,218
OD2799,Kumar,Male,Beverages,Soft Drinks,Vellore,11.05.2018,Friday,East,1341,268
OD2800,Arutra,Male,Bakery,Biscuits,Trichy,24.03.2017,Friday,East,1735,87
OD2801,Sudeep,Male,Food Grains,Organic Staples,Karur,28.11.2015,Saturday,East,1736,330
OD2802,Vidya,Female,Bakery,Breads & Buns,Karur,13.06.2017,Tuesday,East,1084,488
OD2803,Malik,Male,Food Grains,Rice,Theni,18.07.2016,Monday,East,1601,112
OD2804,Mathew,Male,Bakery,Cakes,Salem,25.12.2017,Monday,East,1703,272
OD2805,Ram,Male,Fruits & Veggies,Fresh Fruits,Tirunelveli,13.07.2016,Wednesday,East,1699,391
OD2806,Alan,Male,Beverages,Health Drinks,Viluppuram,24.08.2018,Friday,East,784,125
OD2807,Verma,Male,Snacks,Chocolates,Vellore,27.12.2015,Sunday,East,2161,821
OD2808,Ravi,Male,Beverages,Soft Drinks,Namakkal,11.12.2018,Tuesday,East,1443,491
OD2809,Anu,Female,Snacks,Chocolates,Trichy,19.08.2015,Wednesday,East,1329,319
OD2810,Ram,Male,Eggs & Meat & Fish,Eggs,Ramanadhapuram,18.08.2018,Saturday,East,2134,576
OD2811,Roshan,Male,Snacks,Cookies,Kanyakumari,27.01.2018,Saturday,East,559,196
OD2812,Yadav,Male,Beverages,Health Drinks,Tenkasi,7.07.2018,Saturday,East,2445,122
OD2813,Haseena,Female,Fruits & Veggies,Fresh Vegetables,Tirunelveli,17.03.2018,Saturday,East,1381,331
OD2814,Mathew,Male,Eggs & Meat & Fish,Eggs,Theni,23.09.2015,Wednesday,East,1889,453
OD2815,Yadav,Male,Oil & Masala,Masalas,Cumbum,23.07.2016,Saturday,East,864,259
OD2816,Ridhesh,Male,Eggs & Meat & Fish,Fish,Theni,21.03.2018,Wednesday,East,1360,326
OD2817,Ravi,Male,Food Grains,Dals & Pulses,Karur,24.08.2016,Wednesday,East,1824,803
OD2818,Sabeela,Female,Oil & Masala,Masalas,Namakkal,12.04.2018,Thursday,East,2099,882
OD2819,Suresh,Male,Fruits & Veggies,Organic Vegetables,Namakkal,9.09.2015,Wednesday,East,2145,493
OD2820,Shah,Male,Fruits & Veggies,Fresh Vegetables,Ooty,24.08.2016,Wednesday,East,547,82
OD2821,Esther,Female,Bakery,Breads & Buns,Cumbum,11.10.2017,Wednesday,East,1145,137
OD2822,Veronica,Female,Fruits & Veggies,Organic Vegetables,Coimbatore,25.07.2018,Wednesday,East,815,285
OD2823,Veronica,Female,Eggs & Meat & Fish,Mutton,Ramanadhapuram,9.04.2018,Monday,East,2291,458
OD2824,Surya,Male,Food Grains,Rice,Tenkasi,9.04.2018,Monday,East,671,34
OD2825,Ramesh,Male,Beverages,Soft Drinks,Tenkasi,18.05.2015,Monday,East,757,114
OD2826,Harish,Male,Food Grains,Atta & Flour,Bodi,15.05.2017,Monday,East,668,80
OD2827,Arvind,Male,Beverages,Soft Drinks,Theni,19.01.2018,Friday,East,1791,125
OD2828,Sabeela,Female,Beverages,Health Drinks,Nagercoil,25.07.2018,Wednesday,East,1165,268
OD2829,Harish,Male,Bakery,Breads & Buns,Coimbatore,10.05.2015,Sunday,East,1051,389
OD2830,Suresh,Male,Eggs & Meat & Fish,Chicken,Ramanadhapuram,29.12.2015,Tuesday,East,896,340
OD2831,Esther,Female,Beverages,Soft Drinks,Madurai,16.06.2018,Saturday,East,1042,177
OD2832,Suresh,Male,Snacks,Chocolates,Kanyakumari,5.10.2015,Monday,East,1272,343
OD2833,Peer,Male,Fruits & Veggies,Fresh Fruits,Virudhunagar,12.05.2016,Thursday,East,2438,341
OD2834,Hafiz,Male,Food Grains,Atta & Flour,Krishnagiri,25.02.2017,Saturday,East,2258,700
OD2835,Shah,Male,Oil & Masala,Spices,Tirunelveli,17.09.2017,Sunday,East,2296,298
OD2836,Jonas,Male,Beverages,Soft Drinks,Madurai,25.07.2018,Wednesday,East,734,286
OD2837,Suresh,Male,Bakery,Cakes,Tirunelveli,11.10.2017,Wednesday,East,2439,1073
OD2838,Malik,Male,Food Grains,Rice,Madurai,25.09.2018,Tuesday,East,1287,77
OD2839,Amrish,Male,Bakery,Biscuits,Dindigul,27.11.2018,Tuesday,East,1733,451
OD2840,Jonas,Male,Snacks,Cookies,Ramanadhapuram,11.05.2018,Friday,East,1424,356
OD2841,Sharon,Female,Food Grains,Organic Staples,Pudukottai,3.05.2015,Sunday,East,2433,608
OD2842,Komal,Female,Eggs & Meat & Fish,Mutton,Bodi,3.11.2015,Tuesday,East,1008,423
OD2843,Willams,Male,Oil & Masala,Edible Oil & Ghee,Pudukottai,26.03.2016,Saturday,East,1075,269
OD2844,Vince,Male,Snacks,Cookies,Karur,16.09.2018,Sunday,East,1599,304
OD2845,Alan,Male,Bakery,Breads & Buns,Salem,12.01.2015,Monday,East,1230,431
OD2846,Rumaiza,Female,Eggs & Meat & Fish,Chicken,Coimbatore,22.09.2018,Saturday,East,954,382
OD2847,Ram,Male,Food Grains,Dals & Pulses,Ramanadhapuram,24.08.2018,Friday,East,1526,168
OD2848,Alan,Male,Beverages,Health Drinks,Chennai,22.09.2018,Saturday,East,561,101
OD2849,Harish,Male,Bakery,Breads & Buns,Tenkasi,9.04.2018,Monday,East,1976,672
OD2850,Hussain,Male,Eggs & Meat & Fish,Fish,Trichy,13.09.2015,Sunday,East,918,138
OD2851,Anu,Female,Oil & Masala,Edible Oil & Ghee,Theni,15.12.2017,Friday,East,2065,805
OD2852,Ganesh,Male,Food Grains,Atta & Flour,Ooty,19.08.2015,Wednesday,East,1606,691
OD2853,Shree,Female,Bakery,Breads & Buns,Ramanadhapuram,9.04.2018,Monday,East,2448,734
OD2854,Harish,Male,Oil & Masala,Masalas,Cumbum,21.06.2018,Thursday,East,1182,461
OD2855,Willams,Male,Food Grains,Dals & Pulses,Bodi,12.05.2016,Thursday,East,1563,656
OD2856,Ravi,Male,Eggs & Meat & Fish,Eggs,Kanyakumari,26.09.2016,Monday,East,839,50
OD2857,Sudha,Female,Food Grains,Organic Staples,Krishnagiri,18.11.2015,Wednesday,East,720,216
OD2858,Sundar,Male,Bakery,Breads & Buns,Kanyakumari,26.11.2017,Sunday,East,921,147
OD2859,Harish,Male,Bakery,Biscuits,Nagercoil,11.03.2017,Saturday,South,691,48
OD2860,Rumaiza,Female,Beverages,Soft Drinks,Chennai,29.12.2018,Saturday,South,988,356
OD2861,Ramesh,Male,Eggs & Meat & Fish,Mutton,Chennai,29.12.2018,Saturday,South,1884,584
OD2862,Roshan,Male,Eggs & Meat & Fish,Mutton,Nagercoil,14.11.2017,Tuesday,South,1645,115
OD2863,Sundar,Male,Fruits & Veggies,Organic Vegetables,Salem,12.09.2018,Wednesday,South,1297,480
OD2864,Amrish,Male,Beverages,Soft Drinks,Bodi,19.12.2015,Saturday,South,665,246
OD2865,Vince,Male,Snacks,Cookies,Krishnagiri,5.01.2017,Thursday,South,1020,306
OD2866,Esther,Female,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,5.05.2015,Tuesday,South,2240,918
OD2867,Rumaiza,Female,Beverages,Soft Drinks,Cumbum,29.03.2016,Tuesday,South,2257,858
OD2868,Haseena,Female,Beverages,Health Drinks,Vellore,14.11.2017,Tuesday,South,1122,157
OD2869,Krithika,Female,Food Grains,Dals & Pulses,Ooty,12.09.2018,Wednesday,South,2374,285
OD2870,Yusuf,Male,Snacks,Chocolates,Chennai,27.03.2018,Tuesday,South,904,154
OD2871,Roshan,Male,Snacks,Noodles,Kanyakumari,16.03.2016,Wednesday,South,959,96
OD2872,Harish,Male,Oil & Masala,Masalas,Krishnagiri,12.09.2018,Wednesday,South,561,146
OD2873,Vince,Male,Bakery,Breads & Buns,Krishnagiri,27.03.2018,Tuesday,South,534,208
OD2874,Suresh,Male,Fruits & Veggies,Organic Vegetables,Vellore,5.01.2017,Thursday,South,773,124
OD2875,James,Male,Beverages,Health Drinks,Ramanadhapuram,23.09.2018,Sunday,South,2396,120
OD2876,Anu,Female,Oil & Masala,Masalas,Vellore,5.05.2015,Tuesday,South,1898,361
OD2877,Veena,Female,Bakery,Biscuits,Cumbum,27.08.2018,Monday,South,779,109
OD2878,Shree,Female,Beverages,Health Drinks,Coimbatore,11.08.2016,Thursday,South,1409,211
OD2879,Roshan,Male,Food Grains,Atta & Flour,Virudhunagar,27.09.2017,Wednesday,South,690,48
OD2880,Rumaiza,Female,Food Grains,Atta & Flour,Pudukottai,17.12.2015,Thursday,South,1135,250
OD2881,Alan,Male,Food Grains,Rice,Madurai,30.06.2017,Friday,South,2406,626
OD2882,Vince,Male,Oil & Masala,Edible Oil & Ghee,Namakkal,11.03.2017,Saturday,South,558,190
OD2883,Ganesh,Male,Eggs & Meat & Fish,Chicken,Nagercoil,29.04.2015,Wednesday,South,1243,199
OD2884,Jonas,Male,Food Grains,Atta & Flour,Theni,19.04.2015,Sunday,South,2287,343
OD2885,Ganesh,Male,Eggs & Meat & Fish,Fish,Ooty,5.01.2017,Thursday,South,743,104
OD2886,Ram,Male,Bakery,Biscuits,Krishnagiri,27.09.2017,Wednesday,South,2081,812
